164,2017-08-01,CUADRATURA,ROMANTICA,0,0,0,0
165,2017-08-01,CUADRATURA,CLASICA,0,0,0,0
166,2017-08-01,CUADRATURA,ROMANTICA,0,0,0,0
167,2017-08-01,CUADRATURA,ROMANTICA,0,0,0,0
168,2017-08-01,CUADRATURA,ROMANTICA,0,0,0,0
169,2017-08-01,CUADRATURA,ROMANTICA,0,0,0,0
170,2017-08-01,CUADRATURA,CLASICA,0,0,0,0
171,2017-08-01,CLASICA,24X41,0,0,0,0
172,2017-08-01,CLASICA,24X41,0,0,0,0
173,2017-08-01,CLASICA,24X41,0,0,0,0
174,2017-08-01,CLASICA VERTICAL,20X48,0,0,0,0
175,2017-08-01,CLASICA VERTICAL,20X48,0,0,0,0
176,2017-08-01,CLASICA VERTICAL,"CLASICA,prueba",0,0,0,0
